,has_null,wave,gender,age,age_o,d_age,race,same_race,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
853,0,3,female,29.0,21.0,8,other,0,3.0,10.0,psychology,60.0,15.0,0.0,15.0,0.0,10.0,4.0,8.0,6.0,6.0,5.0,1.0,5.0,20.0,25.0,15.0,15.0,20.0,7.0,9.0,9.0,9.0,9.0,2.0,10.0,10.0,1.0,7.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,-0.34,4.0,10.0,2.0,3.0,1.0,0.0,0,0,0
854,0,3,female,29.0,22.0,7,other,0,3.0,10.0,psychology,21.0,20.0,19.0,20.0,10.0,10.0,5.0,8.0,7.0,6.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,7.0,9.0,9.0,9.0,9.0,10.0,4.0,8.0,1.0,1.0,3.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,0.61,4.0,10.0,2.0,3.0,1.0,0.0,0,0,0
856,0,3,female,29.0,25.0,4,other,0,3.0,10.0,psychology,30.0,0.0,30.0,30.0,10.0,0.0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,8.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,0.41,4.0,10.0,2.0,8.0,8.0,0.0,1,0,0
859,0,3,female,28.0,22.0,6,european/caucasian-american,0,1.0,5.0,german literature,20.0,15.0,20.0,20.0,5.0,10.0,0.0,6.0,5.0,4.0,3.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,3.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,-0.04,5.0,5.0,1.0,5.0,4.0,0.0,0,0,0
860,0,3,female,28.0,27.0,1,european/caucasian-american,0,1.0,5.0,german literature,21.0,17.0,22.0,20.0,8.0,13.0,4.0,6.0,6.0,5.0,5.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,0.8,5.0,5.0,1.0,5.0,3.0,0.0,0,0,0
861,0,3,female,28.0,28.0,0,european/caucasian-american,1,1.0,5.0,german literature,50.0,10.0,30.0,10.0,0.0,0.0,2.0,8.0,8.0,4.0,6.0,3.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,-0.18,5.0,5.0,1.0,8.0,4.0,0.0,1,0,0
862,0,3,female,28.0,26.0,2,european/caucasian-american,1,1.0,5.0,german literature,25.0,10.0,20.0,20.0,15.0,10.0,5.0,8.0,9.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,6.0,5.0,6.0,8.0,8.0,4.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,0.14,5.0,5.0,1.0,5.0,2.0,0.0,0,0,0
863,0,3,female,28.0,21.0,7,european/caucasian-american,1,1.0,5.0,german literature,60.0,15.0,0.0,15.0,0.0,10.0,6.0,6.0,8.0,7.0,7.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,6.0,9.0,8.0,8.0,8.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,-0.47,5.0,5.0,1.0,6.0,4.0,0.0,1,1,1
864,0,3,female,28.0,22.0,6,european/caucasian-american,1,1.0,5.0,german literature,21.0,20.0,19.0,20.0,10.0,10.0,5.0,8.0,7.0,5.0,6.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,7.0,7.0,8.0,8.0,8.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,0.41,5.0,5.0,1.0,6.0,4.0,0.0,0,0,0
865,0,3,female,28.0,22.0,6,european/caucasian-american,1,1.0,5.0,german literature,30.0,10.0,20.0,30.0,0.0,10.0,3.0,7.0,7.0,3.0,6.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,6.0,5.0,7.0,8.0,9.0,4.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,-0.56,5.0,5.0,1.0,4.0,2.0,0.0,0,0,0
866,0,3,female,28.0,25.0,3,european/caucasian-american,1,1.0,5.0,german literature,30.0,0.0,30.0,30.0,10.0,0.0,5.0,9.0,10.0,7.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,5.0,8.0,8.0,8.0,7.0,4.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,0.53,5.0,5.0,1.0,7.0,5.0,0.0,0,0,0
867,0,3,female,28.0,24.0,4,european/caucasian-american,0,1.0,5.0,german literature,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,8.0,6.0,5.0,7.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,6.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,0.28,5.0,5.0,1.0,7.0,4.0,0.0,1,1,1
868,0,3,female,26.0,29.0,3,latino/hispanic american,1,1.0,1.0,law,20.0,25.0,15.0,15.0,53.0,20.0,9.0,8.0,8.0,8.0,7.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.27,5.0,1.0,5.0,6.0,7.0,0.0,0,1,0
869,0,3,female,26.0,22.0,4,latino/hispanic american,0,1.0,1.0,law,20.0,15.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.26,5.0,1.0,5.0,8.0,8.0,1.0,1,1,1
870,0,3,female,26.0,27.0,1,latino/hispanic american,0,1.0,1.0,law,21.0,17.0,22.0,20.0,8.0,13.0,8.0,7.0,6.0,5.0,5.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,6.0,7.0,7.0,5.0,6.0,6.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.17,5.0,1.0,5.0,6.0,5.0,0.0,0,1,0
872,0,3,female,26.0,26.0,0,latino/hispanic american,0,1.0,1.0,law,25.0,10.0,20.0,20.0,15.0,10.0,8.0,6.0,7.0,5.0,6.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.37,5.0,1.0,5.0,7.0,7.0,0.0,0,0,0
875,0,3,female,26.0,22.0,4,latino/hispanic american,0,1.0,1.0,law,30.0,10.0,20.0,30.0,0.0,10.0,7.0,7.0,7.0,6.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,9.0,7.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.14,5.0,1.0,5.0,7.0,8.0,0.0,0,1,0
876,0,3,female,26.0,25.0,1,latino/hispanic american,0,1.0,1.0,law,30.0,0.0,30.0,30.0,10.0,0.0,10.0,9.0,9.0,9.0,7.0,8.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.21,5.0,1.0,5.0,7.0,7.0,0.0,1,1,1
877,0,3,female,26.0,24.0,2,latino/hispanic american,0,1.0,1.0,law,20.0,20.0,20.0,20.0,10.0,10.0,6.0,5.0,6.0,4.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,0.26,5.0,1.0,5.0,6.0,7.0,0.0,0,1,0
888,0,3,female,27.0,29.0,2,asian/pacific islander/asian-american,0,6.0,3.0,social work,20.0,25.0,15.0,15.0,53.0,20.0,4.0,6.0,6.0,5.0,4.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,-0.07,3.0,2.0,4.0,7.0,5.0,0.0,1,0,0
889,0,3,female,27.0,22.0,5,asian/pacific islander/asian-american,0,6.0,3.0,social work,20.0,15.0,20.0,20.0,5.0,10.0,6.0,6.0,8.0,6.0,7.0,6.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,7.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,0.39,3.0,2.0,4.0,6.0,5.0,0.0,1,0,0
890,0,3,female,27.0,27.0,0,asian/pacific islander/asian-american,0,6.0,3.0,social work,21.0,17.0,22.0,20.0,8.0,13.0,3.0,4.0,6.0,3.0,7.0,2.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,4.0,5.0,7.0,4.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,0.03,3.0,2.0,4.0,4.0,2.0,0.0,0,0,0
891,0,3,female,27.0,28.0,1,asian/pacific islander/asian-american,0,6.0,3.0,social work,50.0,10.0,30.0,10.0,0.0,0.0,4.0,6.0,8.0,4.0,9.0,1.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,8.0,6.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,-0.18,3.0,2.0,4.0,7.0,5.0,0.0,1,0,0
892,0,3,female,27.0,26.0,1,asian/pacific islander/asian-american,0,6.0,3.0,social work,25.0,10.0,20.0,20.0,15.0,10.0,6.0,6.0,9.0,6.0,6.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,5.0,6.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,0.34,3.0,2.0,4.0,5.0,3.0,0.0,0,0,0
893,0,3,female,27.0,21.0,6,asian/pacific islander/asian-american,0,6.0,3.0,social work,60.0,15.0,0.0,15.0,0.0,10.0,7.0,7.0,9.0,8.0,8.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,5.0,6.0,6.0,4.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,-0.05,3.0,2.0,4.0,6.0,4.0,0.0,1,0,0
894,0,3,female,27.0,22.0,5,asian/pacific islander/asian-american,0,6.0,3.0,social work,21.0,20.0,19.0,20.0,10.0,10.0,6.0,7.0,8.0,4.0,7.0,6.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,0.07,3.0,2.0,4.0,6.0,4.0,0.0,1,0,0
896,0,3,female,27.0,25.0,2,asian/pacific islander/asian-american,0,6.0,3.0,social work,30.0,0.0,30.0,30.0,10.0,0.0,8.0,7.0,7.0,9.0,6.0,8.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,6.0,6.0,6.0,5.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,0.15,3.0,2.0,4.0,5.0,4.0,0.0,0,1,0
897,0,3,female,27.0,24.0,3,asian/pacific islander/asian-american,0,6.0,3.0,social work,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,7.0,5.0,6.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,8.0,6.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,-0.17,3.0,2.0,4.0,6.0,5.0,0.0,1,1,1
898,0,3,female,23.0,29.0,6,other,0,6.0,3.0,social work,20.0,25.0,15.0,15.0,53.0,20.0,8.0,8.0,8.0,8.0,6.0,8.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.48,7.0,10.0,0.0,6.0,6.0,0.0,0,1,0
899,0,3,female,23.0,22.0,1,other,1,6.0,3.0,social work,20.0,15.0,20.0,20.0,5.0,10.0,7.0,6.0,7.0,8.0,7.0,7.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,-0.43,7.0,10.0,0.0,6.0,5.0,0.0,0,1,0
900,0,3,female,23.0,27.0,4,other,0,6.0,3.0,social work,21.0,17.0,22.0,20.0,8.0,13.0,6.0,7.0,6.0,7.0,5.0,3.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.65,7.0,10.0,0.0,6.0,5.0,0.0,0,0,0
901,0,3,female,23.0,28.0,5,other,0,6.0,3.0,social work,50.0,10.0,30.0,10.0,0.0,0.0,5.0,6.0,5.0,8.0,6.0,2.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,-0.2,7.0,10.0,0.0,6.0,6.0,0.0,0,0,0
902,0,3,female,23.0,26.0,3,other,0,6.0,3.0,social work,25.0,10.0,20.0,20.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,8.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.02,7.0,10.0,0.0,6.0,5.0,0.0,0,0,0
903,0,3,female,23.0,21.0,2,other,0,6.0,3.0,social work,60.0,15.0,0.0,15.0,0.0,10.0,8.0,8.0,9.0,9.0,8.0,6.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,5.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,-0.37,7.0,10.0,0.0,5.0,4.0,0.0,0,1,0
904,0,3,female,23.0,22.0,1,other,0,6.0,3.0,social work,21.0,20.0,19.0,20.0,10.0,10.0,5.0,7.0,7.0,7.0,6.0,7.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.45,7.0,10.0,0.0,6.0,5.0,0.0,0,0,0
905,0,3,female,23.0,22.0,1,other,0,6.0,3.0,social work,30.0,10.0,20.0,30.0,0.0,10.0,6.0,8.0,7.0,7.0,6.0,5.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,8.0,5.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,-0.63,7.0,10.0,0.0,6.0,6.0,0.0,0,0,0
906,0,3,female,23.0,25.0,2,other,0,6.0,3.0,social work,30.0,0.0,30.0,30.0,10.0,0.0,7.0,9.0,8.0,9.0,5.0,6.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.35,7.0,10.0,0.0,6.0,6.0,0.0,0,0,0
907,0,3,female,23.0,24.0,1,other,1,6.0,3.0,social work,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,6.0,8.0,6.0,5.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,5.0,8.0,7.0,6.0,8.0,5.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,0.5,7.0,10.0,0.0,5.0,4.0,0.0,0,1,0
908,0,3,male,29.0,23.0,6,latino/hispanic american,0,1.0,1.0,business & international affairs,17.0,18.0,18.0,15.0,17.0,15.0,2.0,6.0,2.0,3.0,2.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,9.0,5.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,0.26,5.0,3.0,3.0,6.0,6.0,0.0,1,0,0
909,0,3,male,29.0,22.0,7,latino/hispanic american,0,1.0,1.0,business & international affairs,10.0,20.0,20.0,20.0,15.0,15.0,8.0,7.0,7.0,7.0,7.0,7.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,5.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,0.23,5.0,3.0,3.0,5.0,5.0,0.0,0,0,0
914,0,3,male,29.0,26.0,3,latino/hispanic american,1,1.0,1.0,business & international affairs,30.0,10.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,7.0,8.0,6.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,0.27,5.0,3.0,3.0,8.0,5.0,0.0,1,0,0
915,0,3,male,29.0,24.0,5,latino/hispanic american,0,1.0,1.0,business & international affairs,5.0,15.0,45.0,25.0,0.0,10.0,2.0,7.0,7.0,5.0,4.0,2.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,2.0,6.0,7.0,5.0,6.0,4.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,0.17,5.0,3.0,3.0,5.0,6.0,0.0,0,1,0
916,0,3,male,29.0,27.0,2,latino/hispanic american,0,1.0,1.0,business & international affairs,10.0,25.0,25.0,10.0,10.0,20.0,7.0,7.0,8.0,6.0,8.0,5.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,-0.07,5.0,3.0,3.0,4.0,5.0,0.0,0,1,0
917,0,3,male,29.0,23.0,6,latino/hispanic american,0,1.0,1.0,business & international affairs,17.0,17.0,17.0,17.0,17.0,15.0,6.0,7.0,8.0,7.0,8.0,6.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,0.48,5.0,3.0,3.0,8.0,7.0,0.0,1,0,0
918,0,3,male,22.0,23.0,1,other,0,1.0,1.0,law,17.0,18.0,18.0,15.0,17.0,15.0,3.0,9.0,9.0,7.0,9.0,7.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,-0.15,5.0,1.0,3.0,7.0,5.0,0.0,1,0,0
919,0,3,male,22.0,22.0,0,other,0,1.0,1.0,law,10.0,20.0,20.0,20.0,15.0,15.0,8.0,8.0,8.0,7.0,8.0,1.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,5.0,10.0,7.0,5.0,4.0,1.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,-0.01,5.0,1.0,3.0,5.0,1.0,0.0,0,0,0
923,0,3,male,22.0,28.0,6,other,0,1.0,1.0,law,15.0,15.0,20.0,15.0,15.0,20.0,6.0,8.0,7.0,8.0,7.0,3.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,0.0,6.0,5.0,4.0,3.0,2.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,-0.04,5.0,1.0,3.0,1.0,5.0,0.0,0,0,0
924,0,3,male,22.0,26.0,4,other,0,1.0,1.0,law,30.0,10.0,20.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,0.26,5.0,1.0,3.0,10.0,10.0,1.0,1,1,1
925,0,3,male,22.0,24.0,2,other,0,1.0,1.0,law,5.0,15.0,45.0,25.0,0.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,0.03,5.0,1.0,3.0,5.0,5.0,1.0,1,1,1
926,0,3,male,22.0,27.0,5,other,0,1.0,1.0,law,10.0,25.0,25.0,10.0,10.0,20.0,7.0,7.0,7.0,6.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,0.39,5.0,1.0,3.0,6.0,5.0,0.0,0,1,0
927,0,3,male,22.0,23.0,1,other,1,1.0,1.0,law,17.0,17.0,17.0,17.0,17.0,15.0,6.0,7.0,7.0,7.0,7.0,6.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,-0.43,5.0,1.0,3.0,6.0,5.0,0.0,1,0,0
943,0,3,male,28.0,28.0,0,european/caucasian-american,1,2.0,2.0,mba,15.0,15.0,20.0,15.0,15.0,20.0,8.0,8.0,8.0,8.0,8.0,5.0,50.0,10.0,30.0,10.0,0.0,0.0,5.0,9.0,5.0,8.0,8.0,2.0,8.0,8.0,4.0,6.0,3.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,-0.18,3.0,0.0,1.0,4.0,4.0,0.0,0,1,0
946,0,3,male,28.0,27.0,1,european/caucasian-american,0,2.0,2.0,mba,10.0,25.0,25.0,10.0,10.0,20.0,7.0,7.0,8.0,6.0,4.0,4.0,50.0,10.0,30.0,10.0,0.0,0.0,5.0,9.0,5.0,8.0,8.0,4.0,6.0,8.0,4.0,9.0,1.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,-0.18,3.0,0.0,1.0,4.0,3.0,0.0,0,1,0
